Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
228.6000      -1771.317    -1805.107       33.790   522.8
228.8000      -1771.301    -1805.034       33.733   521.9
229.0000      -1771.283    -1806.751       35.469   548.8
229.2000      -1771.266    -1805.302       34.036   526.6
229.4000      -1771.244    -1805.126       33.882   524.2
229.6000      -1771.227    -1806.361       35.134   543.6
229.8000      -1771.210    -1807.274       36.064   558.0
230.0000      -1771.191    -1807.858       36.667   567.3
230.2000      -1771.174    -1805.938       34.763   537.9
230.4000      -1771.155    -1805.893       34.738   537.5
230.6000      -1771.140    -1805.708       34.569   534.9
230.8000      -1771.121    -1805.868       34.747   537.6
231.0000      -1771.100    -1805.299       34.199   529.2
231.2000      -1771.083    -1805.523       34.440   532.9
231.4000      -1771.065    -1806.581       35.516   549.5
231.6000      -1771.048    -1807.121       36.074   558.2
231.8000      -1771.029    -1807.845       36.816   569.6
232.0000      -1771.011    -1806.363       35.352   547.0
232.2000      -1770.993    -1806.459       35.465   548.7
232.4000      -1770.974    -1806.684       35.711   552.5
232.6000      -1770.954    -1805.746       34.792   538.3
232.8000      -1770.939    -1806.950       36.011   557.2
233.0000      -1770.917    -1805.431       34.514   534.0
233.2000      -1770.903    -1806.133       35.230   545.1
233.4000      -1770.885    -1805.814       34.929   540.5
233.6000      -1770.863    -1805.318       34.455   533.1
233.8000      -1770.851    -1806.750       35.899   555.5
234.0000      -1770.828    -1805.371       34.543   534.5
234.2000      -1770.808    -1805.910       35.102   543.1
234.4000      -1770.794    -1805.585       34.791   538.3
234.6000      -1770.773    -1805.911       35.138   543.7
234.8000      -1770.756    -1805.890       35.134   543.6
235.0000      -1770.737    -1805.000       34.263   530.1
235.2000      -1770.721    -1805.563       34.842   539.1
235.4000      -1770.699    -1804.466       33.767   522.5
235.6000      -1770.683    -1806.831       36.148   559.3
235.8000      -1770.664    -1804.297       33.633   520.4
236.0000      -1770.646    -1805.303       34.656   536.2
236.2000      -1770.629    -1805.888       35.259   545.6
236.4000      -1770.610    -1806.054       35.444   548.4
236.6000      -1770.591    -1806.503       35.912   555.7
236.8000      -1770.574    -1805.988       35.414   547.9
237.0000      -1770.556    -1806.187       35.631   551.3
237.2000      -1770.538    -1805.928       35.390   547.6
237.4000      -1770.516    -1804.323       33.807   523.1
237.6000      -1770.503    -1806.445       35.942   556.1
237.8000      -1770.485    -1806.399       35.914   555.7
238.0000      -1770.468    -1805.836       35.368   547.2
238.2000      -1770.446    -1805.548       35.102   543.1
238.4000      -1770.430    -1805.497       35.067   542.6
238.6000      -1770.411    -1805.709       35.299   546.2
238.8000      -1770.394    -1806.686       36.291   561.5
239.0000      -1770.374    -1804.772       34.399   532.2
239.2000      -1770.360    -1806.557       36.197   560.1
239.4000      -1770.340    -1804.752       34.412   532.4
239.6000      -1770.324    -1806.119       35.795   553.8
239.8000      -1770.302    -1805.314       35.012   541.7
240.0000      -1770.288    -1806.347       36.059   557.9
240.2000      -1770.267    -1804.562       34.295   530.6
240.4000      -1770.251    -1806.088       35.837   554.5
240.6000      -1770.230    -1804.189       33.959   525.4
240.8000      -1770.214    -1806.055       35.841   554.6
241.0000      -1770.195    -1806.823       36.628   566.7
241.2000      -1770.176    -1804.809       34.633   535.9
241.4000      -1770.159    -1805.511       35.352   547.0
241.6000      -1770.143    -1804.437       34.293   530.6
241.8000      -1770.128    -1806.005       35.876   555.1
242.0000      -1770.110    -1805.546       35.436   548.3
242.2000      -1770.092    -1805.476       35.383   547.5
242.4000      -1770.075    -1805.983       35.909   555.6
242.6000      -1770.059    -1804.932       34.873   539.6
242.8000      -1770.038    -1804.371       34.333   531.2
243.0000      -1770.023    -1805.683       35.660   551.8
243.2000      -1770.005    -1806.322       36.317   561.9
243.4000      -1769.984    -1805.644       35.660   551.8
243.6000      -1769.967    -1805.882       35.915   555.7
243.8000      -1769.951    -1805.140       35.190   544.5
244.0000      -1769.932    -1805.066       35.134   543.6
244.2000      -1769.913    -1806.317       36.404   563.3
244.4000      -1769.894    -1806.131       36.237   560.7
244.6000      -1769.876    -1804.902       35.026   541.9
244.8000      -1769.859    -1806.033       36.174   559.7
245.0000      -1769.839    -1805.621       35.782   553.6
245.2000      -1769.821    -1805.855       36.033   557.5
245.4000      -1769.806    -1806.710       36.904   571.0
245.6000      -1769.786    -1806.496       36.710   568.0
245.8000      -1769.766    -1806.522       36.756   568.7
246.0000      -1769.751    -1805.774       36.023   557.4
246.2000      -1769.732    -1805.457       35.725   552.8
246.4000      -1769.713    -1805.224       35.511   549.4
246.6000      -1769.695    -1805.375       35.680   552.1
246.8000      -1769.677    -1806.242       36.565   565.8
247.0000      -1769.661    -1803.928       34.268   530.2
247.2000      -1769.642    -1804.372       34.730   537.4
247.4000      -1769.626    -1805.583       35.957   556.4
247.6000      -1769.605    -1804.780       35.175   544.2
247.8000      -1769.588    -1806.000       36.412   563.4
248.0000      -1769.570    -1804.657       35.087   542.9
248.2000      -1769.554    -1805.588       36.034   557.5
248.4000      -1769.534    -1804.834       35.300   546.2
248.6000      -1769.515    -1804.680       35.165   544.1
248.8000      -1769.498    -1804.470       34.972   541.1
249.0000      -1769.484    -1804.440       34.957   540.9
249.2000      -1769.465    -1805.604       36.139   559.2
249.4000      -1769.447    -1805.000       35.554   550.1
249.6000      -1769.430    -1806.325       36.895   570.9
249.8000      -1769.413    -1805.732       36.319   561.9
250.0000      -1769.392    -1805.170       35.778   553.6
250.2000      -1769.373    -1806.725       37.352   577.9
250.4000      -1769.355    -1805.030       35.675   552.0
250.6000      -1769.338    -1805.361       36.023   557.4
250.8000      -1769.319    -1805.148       35.829   554.4
251.0000      -1769.302    -1805.722       36.420   563.5
251.2000      -1769.285    -1805.371       36.086   558.3
251.4000      -1769.267    -1805.042       35.775   553.5
251.6000      -1769.247    -1806.268       37.021   572.8
251.8000      -1769.230    -1805.858       36.628   566.7
252.0000      -1769.214    -1807.669       38.455   595.0
252.2000      -1769.191    -1804.639       35.448   548.5
252.4000      -1769.176    -1806.123       36.946   571.7
252.6000      -1769.157    -1805.078       35.921   555.8
252.8000      -1769.139    -1805.397       36.258   561.0
253.0000      -1769.121    -1805.817       36.695   567.8
253.2000      -1769.105    -1804.215       35.110   543.3
253.4000      -1769.085    -1805.513       36.427   563.6
253.6000      -1769.065    -1804.188       35.123   543.4
253.8000      -1769.052    -1805.788       36.736   568.4
254.0000      -1769.030    -1804.348       35.319   546.5
254.2000      -1769.015    -1806.426       37.411   578.8
254.4000      -1768.997    -1805.198       36.200   560.1
254.6000      -1768.978    -1804.078       35.101   543.1
254.8000      -1768.962    -1806.533       37.571   581.3
255.0000      -1768.944    -1805.723       36.779   569.1
255.2000      -1768.925    -1805.488       36.563   565.7
255.4000      -1768.908    -1804.753       35.845   554.6
255.6000      -1768.887    -1804.257       35.371   547.3
255.8000      -1768.871    -1805.333       36.461   564.2
256.0000      -1768.855    -1806.712       37.856   585.7
256.2000      -1768.838    -1803.977       35.139   543.7
256.4000      -1768.819    -1804.974       36.155   559.4
256.6000      -1768.804    -1805.399       36.595   566.2
256.8000      -1768.785    -1805.008       36.223   560.5
257.0000      -1768.767    -1804.306       35.539   549.9
257.2000      -1768.747    -1804.713       35.966   556.5
257.4000      -1768.729    -1804.599       35.870   555.0
257.6000      -1768.714    -1805.741       37.027   572.9
257.8000      -1768.694    -1804.095       35.401   547.7
258.0000      -1768.677    -1804.696       36.020   557.3
258.2000      -1768.660    -1806.247       37.587   581.6
258.4000      -1768.644    -1805.566       36.922   571.3
258.6000      -1768.627    -1805.534       36.907   571.1
258.8000      -1768.606    -1805.934       37.327   577.6
259.0000      -1768.588    -1804.816       36.229   560.6
259.2000      -1768.573    -1805.510       36.936   571.5
259.4000      -1768.553    -1804.200       35.647   551.6
259.6000      -1768.538    -1807.022       38.484   595.5
259.8000      -1768.518    -1803.467       34.950   540.8
260.0000      -1768.500    -1805.748       37.248   576.3
260.2000      -1768.484    -1803.865       35.381   547.4
260.4000      -1768.466    -1804.552       36.087   558.4
260.6000      -1768.449    -1805.094       36.645   567.0
260.8000      -1768.430    -1804.310       35.880   555.2
261.0000      -1768.412    -1804.408       35.996   557.0
261.2000      -1768.395    -1805.620       37.225   576.0
261.4000      -1768.374    -1804.461       36.087   558.4
261.6000      -1768.359    -1804.751       36.392   563.1
261.8000      -1768.341    -1803.966       35.624   551.2
262.0000      -1768.323    -1804.615       36.292   561.5
262.2000      -1768.307    -1804.394       36.086   558.4
262.4000      -1768.290    -1805.217       36.927   571.4
262.6000      -1768.270    -1804.126       35.856   554.8
262.8000      -1768.252    -1806.194       37.942   587.1
263.0000      -1768.232    -1804.499       36.267   561.1
263.2000      -1768.214    -1803.308       35.094   543.0
263.4000      -1768.196    -1804.764       36.567   565.8
263.6000      -1768.180    -1804.958       36.778   569.1
263.8000      -1768.162    -1804.540       36.378   562.9
264.0000      -1768.142    -1805.000       36.857   570.3
264.2000      -1768.128    -1805.375       37.247   576.3
264.4000      -1768.108    -1804.952       36.844   570.1
264.6000      -1768.091    -1804.692       36.601   566.3
264.8000      -1768.075    -1805.568       37.493   580.1
265.0000      -1768.058    -1805.626       37.568   581.3
265.2000      -1768.040    -1806.650       38.610   597.4
265.4000      -1768.019    -1801.973       33.954   525.4
265.6000      -1768.007    -1804.050       36.043   557.7
265.8000      -1767.986    -1803.984       35.998   557.0
266.0000      -1767.965    -1803.298       35.333   546.7
266.2000      -1767.949    -1805.781       37.832   585.4
266.4000      -1767.934    -1805.826       37.892   586.3
266.6000      -1767.916    -1805.118       37.202   575.6
266.8000      -1767.899    -1804.429       36.530   565.2
267.0000      -1767.880    -1804.364       36.484   564.5
267.2000      -1767.863    -1804.111       36.248   560.9
267.4000      -1767.845    -1803.786       35.941   556.1
267.6000      -1767.830    -1804.385       36.555   565.6
267.8000      -1767.813    -1803.529       35.716   552.6
268.0000      -1767.796    -1805.709       37.913   586.6
268.2000      -1767.777    -1804.802       37.025   572.9
268.4000      -1767.757    -1804.373       36.616   566.5
268.6000      -1767.737    -1803.361       35.624   551.2
